# 小男生注：
# 向PUK2格式地图添加的素材必须在这里预先设定， 这样便
# 可出现在lib库中。
# 可以使用旧版图档进入PUK2新地图素材，具体cut设置见前
# 2例：其中，起始X=原dx+320，起始Y=原dy+240，宽度高度
# 等于原图的宽度和高度。
# PUK2格式组合图档的切割方式也是先将dx和dy加对应320和
# 240后，再使用新坐标设置起始位置，而非原图实际起始。
# 而像较大建筑物这种，一般需要切割成多个部分再拼接，
# 否则可以造成与人物角色遮挡混乱。
# 修正dx和修正dy用于调节地图中实际显示的偏移位置，也
# 可理解为立足点和所在cut区左上角的相对距离。
# 当定义宽度和高度任意一项为0时该定义无效，仅起分隔作
# 用。
#
# 以下定义导出自原版的cut文件，可在后面自由追加自定义。
#
#图编号	起始X	起始Y	宽度	高度	修正dx	修正dy
#
300925	0	240	128	192	62	165
300925	128	240	128	192	65	163
300925	256	240	128	240	34	179
300925	384	240	128	240	53	180
300925	512	0	128	96	63	23
300925	512	96	128	96	64	29
300925	512	192	128	96	63	28
300925	0	0	0	0	0	0
300926	0	0	256	240	148	226
300926	0	0	0	0	0	0
300927	0	0	448	336	275	339
300927	0	0	0	0	0	0
300928	0	144	512	336	57	309
300928	0	0	0	0	0	0
300929	0	0	640	480	32	498
300929	0	0	0	0	0	0
300930	0	0	640	96	29	106
300930	0	96	512	96	482	101
300930	0	192	448	96	6	112
300930	0	288	640	48	32	111
300930	0	336	640	48	-32	115
300930	0	384	128	96	108	120
300930	0	0	0	0	0	0
300931	192	0	256	192	168	94
300931	0	240	256	240	145	140
300931	0	0	192	240	127	135
300931	256	240	192	240	104	162
300931	192	0	256	192	150	166
300931	0	240	256	240	134	198
300931	0	0	192	240	75	148
300931	192	0	256	192	133	101
300931	0	240	256	240	129	134
300931	256	240	192	240	98	149
300931	0	240	256	240	152	183
300931	192	0	256	192	107	152
300931	256	240	192	240	102	185
300931	0	0	128	192	60	90
300931	0	240	256	240	129	208
300931	0	0	192	240	132	211
300931	192	0	256	192	140	163
300931	0	240	256	240	129	209
300931	256	240	192	240	98	120
300931	0	0	192	240	145	229
300931	192	0	256	192	90	184
300931	0	240	256	240	139	205
300931	256	288	192	192	87	168
300931	0	0	0	0	0	0
300932	64	48	192	384	98	273
300932	384	48	192	384	95	274
300932	0	0	0	0	0	0
300933	64	48	192	384	101	273
300933	384	48	192	384	95	273
300933	0	0	0	0	0	0
300934	0	0	64	240	32	231
300934	64	0	64	240	29	235
300934	128	0	64	240	33	227
300934	192	0	64	240	34	228
300934	0	240	64	240	27	229
300934	64	240	64	240	34	220
300934	128	240	64	240	30	215
300934	192	240	64	240	29	212
300934	0	0	0	0	0	0
300935	0	0	256	480	156	372
300935	320	0	256	480	157	372
300935	0	0	0	0	0	0
300936	0	0	128	432	63	405
300936	128	0	128	432	62	410
300936	256	0	128	432	62	399
300936	384	0	128	432	64	419
300936	0	0	0	0	0	0
300937	0	0	128	432	63	402
300937	128	0	128	432	63	414
300937	256	0	128	432	61	408
300937	384	0	128	432	63	418
300937	0	0	0	0	0	0
300938	0	0	64	192	30	140
300938	64	0	64	192	31	128
300938	128	0	64	192	31	105
300938	192	0	128	192	62	122
300938	0	192	128	192	53	137
300938	128	192	128	192	72	135
300938	320	0	64	192	31	143
300938	384	0	64	192	30	129
300938	448	0	64	192	29	109
300938	512	0	128	192	62	126
300938	320	192	128	192	53	140
300938	512	192	128	192	75	138
300938	0	0	0	0	0	0
300938	0	0	64	192	30	188
300938	0	0	64	192	94	188
300938	0	0	64	192	-14	188
300938	64	0	64	192	31	176
300938	64	0	64	192	95	176
300938	64	0	64	192	-13	176
300938	320	0	64	192	31	191
300938	320	0	64	192	95	191
300938	320	0	64	192	-13	191
300938	384	0	64	192	30	177
300938	384	0	64	192	94	177
300938	384	0	64	192	-14	177
300939	0	0	64	48	31	0
300939	0	48	64	48	30	-2
300939	0	96	64	48	28	1
300939	0	144	64	48	28	5
300939	0	192	64	48	31	1
300939	0	240	64	48	27	3
300939	0	288	64	48	34	11
300939	0	336	64	48	26	-1
300939	0	384	64	48	29	5
300939	0	432	64	48	26	3
300939	128	0	64	144	28	12
300939	128	144	64	144	29	13
300939	128	288	64	144	28	14
300939	192	144	64	144	26	15
300939	192	288	64	96	30	15
300939	192	384	64	96	33	9
300939	128	0	64	144	30	9
300939	128	144	64	144	30	14
300939	128	288	64	144	28	15
300939	192	0	64	144	28	12
300939	192	144	64	144	26	12
300939	192	288	64	96	29	11
300939	192	384	64	96	32	12
300939	256	0	64	96	25	15
300939	256	144	64	144	23	19
300939	0	0	0	0	0	0
300939	320	0	192	240	90	191
300939	320	240	192	240	94	220
300940	0	0	128	432	127	431
300940	128	0	128	432	127	414
300940	256	0	128	432	126	421
300940	384	0	128	432	125	433
300940	0	0	0	0	0	0
300941	320	48	320	48	0	0
300941	320	96	320	48	0	0
300941	320	144	320	48	0	0
300941	320	192	320	48	0	0
300941	320	240	320	48	0	0
300941	320	288	320	48	0	0
300941	320	336	320	48	0	0
300941	320	384	320	48	0	0
300941	320	432	320	48	0	0
300941	384	240	256	48	-1	-2
300941	384	288	256	48	-2	0
300941	384	336	256	48	0	-2
300941	384	384	256	48	2	-1
300941	384	432	256	48	2	-1
300941	448	0	192	480	128	480
300941	0	0	0	0	0	0
300942	128	384	128	96	62	-1
300942	0	0	128	96	63	2
300942	0	96	128	96	62	0
300942	0	192	128	96	61	0
300942	0	288	128	96	63	1
300942	0	384	128	96	64	0
300942	128	0	128	96	64	2
300942	128	96	128	96	62	2
300942	128	192	128	96	63	-91
300942	128	288	128	96	66	-95
300942	192	0	64	48	32	15
300942	192	48	64	48	35	7
300942	0	192	64	48	30	20
300942	0	0	0	0	0	0
300943	0	0	192	480	32	568
300943	192	0	192	192	32	232
300943	192	192	128	288	32	360
300943	320	192	192	288	32	360
300943	0	0	0	0	0	0
300944	0	0	192	336	91	411
300944	192	0	128	288	63	357
300944	320	0	192	288	93	369
300944	512	0	64	144	41	202
300944	576	0	64	144	28	220
300944	512	144	64	144	30	219
300944	576	144	64	144	28	217
300944	0	0	192	336	88	-64
300944	192	0	128	288	59	-64
300944	320	0	192	288	90	-64
300944	512	0	64	144	38	-64
300944	576	0	64	144	31	-64
300944	512	144	64	144	30	-64
300944	576	144	64	144	30	-64
300944	0	0	0	0	0	0
300945	0	0	256	336	115	419
300945	256	0	64	288	31	394
300945	320	0	128	288	63	383
300945	448	0	64	288	30	385
300945	512	0	64	288	33	385
300945	0	0	256	336	116	-64
300945	256	0	64	288	31	-64
300945	320	0	128	288	62	-64
300945	448	0	64	288	23	-64
300945	512	0	64	288	37	-64
300945	0	0	0	0	0	0
300946	0	0	64	48	29	19
300946	64	0	64	48	27	19
300946	0	48	64	96	29	48
300946	64	48	64	96	25	51
300946	128	0	128	144	60	82
300946	256	0	128	144	60	73
300946	0	144	64	48	28	32
300946	64	144	64	48	27	30
300946	0	192	64	48	28	29
300946	64	192	64	48	26	25
300946	128	144	64	96	26	67
300946	192	144	128	96	53	70
300946	0	0	0	0	0	0
300947	64	0	192	192	126	20
300947	384	0	192	192	62	17
300947	0	0	0	0	0	0
300948	0	48	320	384	126	288
300948	320	48	320	384	128	287
300948	0	0	0	0	0	0
300949	0	48	320	384	126	286
300949	320	48	320	384	127	286
300949	0	0	0	0	0	0
300950	128	0	256	480	190	468
300950	0	0	0	0	0	0
300951	0	0	448	480	318	243
300951	0	0	0	0	0	0
300952	0	0	192	240	96	216
300952	0	240	128	144	32	120
300952	128	240	128	144	32	120
300952	192	0	192	192	96	72
300952	256	192	192	192	96	168
300952	384	0	256	192	32	120
300952	448	192	192	240	96	216
300952	0	384	128	96	32	72
300952	0	0	0	0	0	0
300953	0	0	64	96	32	72
300953	64	0	64	96	32	72
300953	128	0	64	96	32	72
300953	192	0	64	144	32	72
300953	256	0	64	144	32	72
300953	320	0	64	96	32	24
300953	384	0	64	48	32	24
300953	448	0	64	96	32	24
300953	512	0	64	192	32	72
300953	576	0	64	144	32	72
300953	0	384	64	96	32	24
300953	64	336	64	144	32	72
300953	128	384	64	96	32	72
300953	192	384	64	96	32	72
300953	256	384	64	96	32	72
300953	320	384	64	96	32	72
300954	0	0	64	48	32	24
300954	64	0	64	96	32	24
300954	128	0	64	96	32	24
300954	192	0	64	144	32	72
300954	256	0	64	192	32	120
300954	320	0	64	144	32	72
300954	384	0	64	192	32	120
300954	448	0	64	144	32	72
300954	512	0	64	144	32	72
300954	576	0	64	192	32	120
300954	0	336	64	144	32	72
300954	64	336	64	144	32	72
300954	128	288	64	192	32	120
300954	192	384	64	96	32	24
300954	256	336	64	144	32	72
300954	0	0	0	0	0	0
300955	0	0	64	96	32	72
300955	64	0	64	192	32	168
300955	128	0	64	192	32	168
300955	128	192	128	144	96	120
300955	256	0	64	192	32	168
300955	320	0	64	240	32	216
300955	384	0	64	192	32	120
300955	448	0	64	192	32	120
300955	512	0	64	144	32	120
300955	576	0	64	192	32	168
300955	0	240	64	192	32	168
300955	64	240	64	144	32	120
300955	0	0	0	0	0	0
300956	0	0	384	288	160	120
300956	320	288	320	192	160	120
300956	0	0	0	0	0	0
300957	0	0	384	480	160	216
300957	0	0	0	0	0	0
300958	0	0	448	384	224	264
300958	0	0	0	0	0	0
300959	0	0	640	336	288	312
300959	0	0	0	0	0	0
300960	0	0	256	288	160	264
300960	384	0	256	240	160	168
300960	0	288	448	192	224	120
300960	256	0	128	144	32	72
300960	448	336	192	144	96	120
300960	0	0	0	0	0	0
300961	0	0	192	144	96	72
300961	0	144	64	96	32	72
300961	0	240	64	96	32	72
300961	0	336	64	96	32	72
300961	0	432	64	48	32	24
300961	64	144	128	96	96	72
300961	64	240	128	96	32	72
300961	64	336	128	96	32	72
300961	64	432	64	48	32	24
300961	192	192	64	96	32	72
300961	256	144	64	192	32	72
300961	320	0	320	480	160	264
300961	0	0	0	0	0	0
300962	0	0	512	480	288	360
300962	512	0	128	96	96	24
300962	576	144	64	96	32	72
300962	512	240	128	96	96	72
300962	576	384	64	96	32	72
300962	0	0	0	0	0	0
300963	0	384	64	96	32	72
300963	64	384	64	96	32	72
300963	128	432	64	48	32	24
300963	448	0	192	144	32	120
300963	448	144	192	144	96	120
300963	512	288	128	144	32	120
300963	0	192	64	144	32	72
300963	64	192	64	192	32	72
300963	128	144	64	192	32	120
300963	192	96	64	192	32	120
300963	256	48	64	240	32	120
300963	320	0	64	192	32	120
300963	384	0	64	144	32	72
300963	0	0	0	0	0	0
300964	256	192	64	144	32	120
300964	320	144	64	192	32	120
300964	384	96	64	240	32	120
300964	448	48	64	240	32	168
300964	512	0	64	240	32	168
300964	576	0	64	192	32	168
300964	0	0	0	0	0	0
300964	448	96	64	96	31	73
300965	0	0	384	192	160	168
300965	0	0	0	0	0	0
300966	320	0	64	96	32	24
300966	448	0	192	192	96	168
300966	0	0	0	0	0	0
300967	0	0	192	288	32	264
300967	192	0	192	240	160	216
300967	384	0	192	144	96	120
300967	0	336	192	144	32	120
300967	192	288	192	192	96	168
300967	384	192	192	288	96	264
300967	0	0	0	0	0	0
300968	0	96	64	288	32	216
300968	64	48	64	336	32	312
300968	128	0	64	384	32	360
300968	192	0	64	384	32	312
300968	256	0	128	336	32	264
300968	384	0	256	144	32	120
300968	384	144	256	192	32	168
300968	256	336	384	144	32	120
300968	0	0	0	0	0	0
300969	0	0	256	288	32	264
300969	256	48	64	288	32	264
300969	320	0	64	192	32	168
300969	384	0	256	288	96	264
300969	0	336	128	144	96	120
300969	320	240	128	240	96	216
300969	448	288	192	192	32	168
300969	0	0	0	0	0	0
300969	0	0	256	288	19	261
300970	0	96	128	336	32	312
300970	128	0	256	336	32	312
300970	384	0	128	432	96	408
300970	512	0	128	480	96	456
300970	128	384	128	96	32	72
300970	256	336	64	144	32	120
300970	320	384	64	96	32	72
300970	192	288	64	48	96	24
300970	0	0	0	0	0	0
300971	0	0	128	336	96	264
300971	128	0	64	336	32	312
300971	192	48	64	288	32	264
300971	256	96	64	240	32	168
300971	320	96	64	192	32	168
300971	384	0	256	336	32	312
300971	0	336	192	144	32	120
300971	256	336	64	144	32	120
300971	320	288	64	192	32	120
300971	384	336	64	144	32	72
300971	448	336	128	144	96	120
300971	0	0	0	0	0	0
300972	0	0	192	288	224	312
300972	256	0	128	96	32	120
300972	256	96	64	144	32	120
300972	320	96	128	144	96	120
300972	256	288	128	192	96	168
300972	384	288	256	192	224	216
300972	448	0	64	144	32	120
300972	512	0	64	144	32	120
300972	576	0	64	144	32	120
300972	448	144	64	144	32	120
300972	512	144	64	144	32	120
300972	576	144	64	144	32	120
300972	0	288	128	192	32	168
300972	192	0	64	384	32	360
300972	0	0	0	0	0	0
300973	0	0	192	336	32	312
300973	192	0	64	336	32	312
300973	256	0	128	336	32	312
300973	384	0	64	336	32	312
300973	448	0	128	336	32	312
300973	576	0	64	336	32	312
300973	0	336	192	144	96	120
300973	192	336	64	144	32	120
300973	256	336	64	144	32	120
300973	320	336	64	144	32	120
300973	0	0	0	0	0	0
300974	0	0	256	336	32	312
300974	0	0	0	0	0	0
300975	0	144	64	96	32	120
300975	0	240	64	144	32	120
300975	64	0	64	384	32	360
300975	128	0	192	384	160	360
300975	320	0	192	336	160	312
300975	512	0	64	480	32	456
300975	320	336	128	144	32	120
300975	448	336	64	96	32	72
300975	576	0	64	96	32	72
300975	576	96	64	192	32	168
300975	576	336	64	144	32	120
300975	0	0	0	0	0	0
300976	0	0	64	96	32	72
300976	64	0	64	240	32	216
300976	128	0	64	288	32	264
300976	192	0	64	336	32	312
300976	256	48	64	336	32	312
300976	320	0	128	240	32	264
300976	448	0	64	384	32	360
300976	512	0	128	336	32	312
300976	0	288	128	192	96	168
300976	320	240	128	240	32	264
300976	128	336	64	144	32	120
300976	192	336	64	144	32	120
300976	512	336	128	144	32	120
300976	448	432	64	48	32	24
300976	0	0	0	0	0	0
300977	0	0	256	432	32	408
300977	256	0	320	336	32	312
300977	0	0	0	0	0	0
300978	0	0	128	288	32	264
300978	128	0	128	288	32	264
300978	256	0	128	240	32	216
300978	384	0	128	288	32	264
300978	512	0	128	288	32	264
300978	0	288	64	144	32	120
300978	64	288	64	192	32	168
300978	128	288	128	192	32	168
300978	256	336	64	144	32	120
300978	320	336	128	144	32	120
300978	448	288	192	192	96	120
300978	0	0	0	0	0	0
300979	0	0	128	288	32	264
300979	128	0	128	288	32	264
300979	256	0	128	288	32	264
300979	384	0	64	240	32	216
300979	448	0	64	240	32	216
300979	512	0	128	288	32	264
300979	0	0	0	0	0	0
300980	0	0	128	192	63	116
300980	128	0	128	192	62	107
300980	256	0	128	192	62	125
300980	384	0	128	144	63	79
300980	512	0	128	144	62	72
300980	0	192	128	288	63	209
300980	128	192	256	288	126	178
300980	384	144	256	336	127	200
300980	0	0	0	0	0	0
300981	0	0	256	288	126	174
300981	256	0	256	384	121	279
300981	512	0	128	192	62	117
300981	0	0	0	0	0	0
300982	0	0	320	336	159	241
300982	320	0	320	336	160	239
300982	0	0	0	0	0	0
300983	128	0	64	96	31	57
300983	192	0	64	96	35	59
300983	128	96	64	96	31	70
300983	192	96	64	96	32	69
300983	128	192	64	48	33	21
300983	192	192	64	48	31	23
300983	128	240	64	48	32	31
300983	192	240	64	48	34	30
300983	0	0	0	0	0	0
300983	512	0	64	48	28	22
300983	576	0	64	48	32	26
300983	512	48	64	96	31	80
300983	576	48	64	96	31	84
300983	512	144	64	48	32	27
300983	576	144	64	48	33	25
300983	512	192	64	48	31	38
300983	576	192	64	48	32	36
300984	0	0	128	144	69	61
300984	0	144	128	192	65	105
300984	0	336	128	96	64	42
300984	128	0	128	144	61	63
300984	128	144	128	96	64	35
300984	128	240	128	144	61	63
300984	256	0	64	144	29	126
300984	320	0	64	144	30	122
300984	256	144	128	144	62	114
300984	256	288	64	96	30	82
300984	128	384	64	48	34	34
300984	192	384	64	48	28	29
300984	256	384	64	48	31	26
300984	0	0	0	0	0	0
300985	0	0	370	336	164	103
300985	340	0	320	240	151	208
300985	0	0	384	336	190	79
300985	384	0	256	240	125	79
300985	0	0	0	0	0	0
300986	0	0	512	480	188	120
300986	0	0	0	0	0	0
300987	0	0	256	480	125	374
300987	256	0	320	480	97	353
300987	0	0	0	0	0	0
300988	0	0	320	432	162	329
300988	320	0	320	432	166	300
300988	0	0	0	0	0	0
300989	0	0	320	480	163	341
300989	320	0	256	288	127	144
300989	320	288	128	192	62	119
300989	448	288	128	192	65	111
300989	0	0	0	0	0	0
300990	0	0	320	480	178	331
300990	320	0	256	432	163	349
300990	0	0	0	0	0	0
300991	0	0	64	96	28	78
300991	0	96	64	96	34	66
300991	0	192	64	96	32	75
300991	0	336	64	96	0	0
300991	64	0	192	144	94	114
300991	64	144	192	144	114	126
300991	256	0	384	480	165	409
300991	0	0	0	0	0	0
300992	0	0	64	96	32	72
300992	0	96	64	96	32	72
300992	64	0	128	96	32	72
300992	64	96	128	96	32	72
300992	192	0	256	240	96	216
300992	256	240	192	192	96	168
300992	0	192	128	96	32	72
300992	0	288	128	96	19	74
300992	0	384	64	96	37	56
300992	128	240	128	144	32	121
300992	128	384	128	96	25	75
300992	448	0	64	48	23	34
300992	512	0	64	48	43	27
300992	448	48	64	48	38	22
300992	512	48	64	48	19	35
300992	0	0	0	0	0	0
300993	384	96	256	384	140	336
300993	0	0	384	480	169	410
300993	384	96	256	384	150	313
300993	0	0	0	0	0	0
300994	0	0	448	432	221	404
300994	448	0	192	144	95	103
300994	448	144	192	192	92	152
300994	0	0	0	0	0	0
300995	0	0	128	96	63	36
300995	0	96	128	96	62	38
300995	0	192	128	96	62	35
300995	0	288	128	144	64	87
300995	128	0	128	144	63	65
300995	128	144	128	144	63	61
300995	256	0	192	144	94	42
300995	256	144	192	144	96	45
300995	128	288	192	144	93	53
300995	320	288	128	144	62	44
300995	448	0	192	240	89	133
300995	448	240	192	240	93	134
300995	0	0	0	0	0	0
300996	64	192	128	96	70	73
300996	64	288	128	144	67	115
300996	64	0	128	96	68	66
300996	0	96	64	96	28	59
300996	0	0	64	96	26	63
300996	192	0	384	480	194	341
300996	192	0	384	480	207	362
300996	0	0	64	96	31	46
300996	0	96	64	96	28	35
300996	0	192	64	96	28	51
300996	64	288	128	144	63	74
300996	64	192	128	96	66	48
300996	64	0	128	88	64	64
300996	0	288	64	90	33	51
300996	0	0	64	96	32	72
300996	0	96	64	96	32	72
300996	0	192	64	96	32	72
300996	0	384	64	96	32	72
300996	0	288	64	96	32	72
300996	64	0	128	96	32	72
300996	64	96	128	96	32	72
300996	64	192	128	96	32	72
300996	64	288	128	144	32	120
300996	192	0	384	480	160	408
300996	0	0	0	0	0	0
300997	0	0	384	480	160	408
300997	384	48	256	432	160	360
300997	0	0	0	0	0	0
300998	128	0	384	480	220	367
300998	0	0	320	480	160	408
300998	0	0	0	0	0	0
300999	64	0	512	480	278	384
300999	0	0	384	480	205	397
300999	0	0	0	0	0	0
301000	0	0	192	240	96	120
301000	192	0	192	192	96	120
301000	0	240	192	240	96	168
301000	192	240	192	240	96	168
301000	384	240	192	240	96	168
301000	0	0	0	0	0	0
301001	0	0	64	192	31	121
301001	64	0	64	192	33	128
301001	128	0	128	192	52	120
301001	256	0	64	192	32	120
301001	320	0	128	288	32	216
301001	448	0	128	288	32	216
301001	576	0	64	240	32	168
301001	512	288	128	192	32	168
301001	0	0	0	0	0	0
301001	0	192	64	48	32	24
301001	0	240	64	48	32	24
301001	0	288	64	48	32	24
301001	0	336	64	48	32	24
301001	64	192	128	48	96	24
301001	64	192	64	96	32	72
301001	64	336	64	48	32	24
301001	192	336	64	48	32	24
301001	128	240	128	48	96	24
301001	128	240	128	96	32	72
301001	128	240	192	96	96	72
301001	64	192	256	96	96	72
301001	320	288	64	144	32	120
301001	384	288	64	144	32	120
301001	448	288	64	144	32	120
301002	0	0	256	288	96	264
301002	256	0	256	336	96	312
301002	0	0	0	0	0	0
301002	128	0	128	96	96	72
301002	0	96	256	192	160	24
301002	256	0	256	336	160	120
301003	0	0	256	288	96	72
301003	256	144	192	240	96	-72
301003	256	0	256	144	160	168
301003	0	0	0	0	0	0
301004	0	0	256	240	96	216
301004	256	0	384	336	224	72
301004	0	0	0	0	0	0
301004	128	0	128	192	96	210
301004	0	0	128	240	96	168
301005	0	48	128	288	32	168
301005	256	0	192	96	96	72
301005	0	288	512	192	288	120
301005	256	96	64	144	32	120
301005	320	96	64	192	32	168
301005	384	96	64	144	32	120
301005	128	0	128	240	112	168
301005	0	0	0	0	0	0
301005	128	0	128	240	48	24
301005	0	0	128	192	96	120
301006	0	0	64	192	32	168
301006	64	0	64	288	32	216
301006	128	0	64	240	32	168
301006	192	0	64	192	32	168
301006	256	0	64	192	32	168
301006	320	0	64	192	32	168
301006	384	0	64	240	32	168
301006	448	0	64	192	32	168
301006	512	0	64	192	-32	168
301006	576	0	64	240	32	120
301006	0	192	64	288	32	120
301006	192	192	64	288	32	120
301006	256	288	64	192	32	120
301006	320	288	64	192	32	168
301006	384	384	64	96	32	120
301007	0	0	64	144	32	120
301007	64	0	64	192	32	168
301007	128	0	64	192	32	168
301007	192	0	64	144	32	120
301007	256	0	64	96	32	72
301007	320	0	64	144	32	120
301007	384	0	64	144	32	120
301007	448	0	64	144	32	120
301007	512	0	64	192	32	168
301007	576	0	64	192	32	168
301007	0	240	64	192	32	168
301007	64	240	64	192	32	168
301007	128	240	64	144	32	120
301007	0	0	0	0	0	0
301008	0	0	128	144	58	184
301008	0	0	0	0	0	0
301009	0	0	128	144	32	120
301009	128	0	128	192	32	168
301009	256	0	128	192	32	168
301009	0	192	192	192	96	168
301009	192	192	128	144	32	72
301009	256	336	192	144	96	120
301009	448	0	192	144	96	120
301009	448	144	192	144	32	120
301009	448	336	192	144	96	120
301009	0	0	0	0	0	0
301010	0	0	448	144	224	120
301010	0	144	256	288	96	264
301010	256	144	384	336	160	312
301010	0	0	0	0	0	0
301011	0	0	128	192	32	168
301011	128	0	384	336	160	312
301011	512	0	64	48	32	24
301011	576	0	64	192	32	168
301011	0	288	64	192	32	168
301011	64	384	64	96	32	120
301011	128	336	64	144	32	168
301011	192	336	64	144	33	120
301011	256	384	64	96	32	72
301011	0	0	0	0	0	0
301012	0	0	64	48	32	24
301012	64	0	64	192	32	168
301012	128	0	64	144	32	72
301012	192	0	64	192	32	72
301012	256	0	64	144	32	72
301012	320	0	64	144	32	72
301012	384	0	64	144	32	120
301012	448	0	64	192	32	168
301012	512	0	64	192	32	168
301012	576	0	64	144	32	120
301012	0	0	0	0	0	0
301013	0	0	64	192	18	210
301013	64	0	64	192	18	162
301013	128	0	64	144	18	161
301013	192	0	128	144	18	64
301013	0	0	0	0	0	0
301014	0	0	128	144	32	120
301014	128	0	192	144	96	120
301014	320	0	192	144	96	120
301014	0	144	256	144	96	120
301014	256	144	256	144	160	120
301014	0	288	192	144	96	120
301014	192	288	192	144	96	120
301014	384	288	128	144	96	120
301014	512	0	128	336	32	312
301014	0	0	0	0	0	0
301015	0	0	192	144	96	120
301015	0	144	256	144	96	120
301015	0	336	192	144	96	120
301015	192	288	64	192	32	168
301015	512	0	128	144	32	120
301015	512	144	64	192	32	168
301015	576	144	64	144	32	120
301015	256	384	256	96	96	24
301015	0	0	0	0	0	0
301016	0	0	128	336	32	312
301016	128	0	192	144	96	72
301016	0	336	128	144	32	120
301016	128	336	128	144	32	120
301016	256	336	192	144	96	120
301016	192	144	192	144	96	120
301016	384	0	256	144	96	120
301016	448	144	192	144	96	120
301016	0	0	0	0	0	0
301017	0	0	320	480	160	456
301017	320	0	192	336	96	120
301017	0	0	0	0	0	0
301018	0	0	640	384	288	360
301018	0	0	0	0	0	0
301019	0	0	320	384	160	359
301019	320	0	64	144	32	120
301019	384	0	64	144	32	120
301019	448	0	64	192	32	120
301019	512	0	64	240	32	168
301019	576	0	64	192	32	120
301019	320	384	64	96	32	72
301019	384	336	64	144	32	72
301019	448	336	64	144	32	72
301019	512	384	64	96	32	72
301019	0	0	0	0	0	0
301020	0	0	64	96	32	72
301020	64	0	64	96	32	24
301020	128	0	64	192	32	72
301020	192	0	64	144	32	24
301020	256	0	64	144	32	120
301020	320	0	64	240	32	216
301020	384	0	64	240	32	216
301020	448	0	64	240	32	216
301020	512	0	64	144	32	120
301020	576	0	64	384	32	360
301020	0	0	0	0	0	0
301021	0	0	64	480	32	359
301021	64	0	64	288	33	216
301021	128	0	64	240	33	216
301021	192	0	64	240	33	216
301021	256	0	64	240	33	216
301021	320	0	64	240	33	216
301021	384	0	64	240	33	217
301021	448	0	64	240	33	216
301021	512	0	64	240	33	216
301021	576	0	64	192	33	168
301021	0	0	0	0	0	0
301022	512	0	128	192	96	168
301022	384	0	128	192	96	168
301022	256	0	128	192	96	168
301022	128	0	128	192	96	168
301022	448	192	192	192	96	120
301022	320	288	128	192	96	168
301022	0	0	128	96	32	120
301022	0	96	128	96	32	72
301022	0	240	64	96	32	120
301022	64	240	64	96	32	120
301022	0	0	0	0	0	0
301023	0	48	128	144	96	120
301023	0	192	128	96	96	120
301023	0	288	128	96	96	120
301023	0	384	128	96	96	120
301023	128	48	128	96	96	120
301023	128	144	128	96	96	120
301023	128	240	128	96	96	120
301023	128	336	128	144	32	120
301023	256	240	128	96	32	72
301023	256	336	128	144	96	120
301023	384	48	64	240	32	120
301023	448	0	64	240	32	120
301023	512	0	64	144	32	72
301023	576	48	64	96	32	24
301023	0	0	0	0	0	0
301024	0	0	576	288	288	264
301024	0	0	0	0	0	0
301025	448	0	192	96	96	24
301025	0	96	512	384	288	264
301025	512	288	128	192	96	120
301025	0	0	0	0	0	0
301026	0	0	192	240	96	168
301026	320	0	320	336	160	264
301026	0	0	0	0	0	0
301027	0	0	192	288	96	264
301027	192	0	192	240	96	216
301027	384	0	192	240	96	120
301027	0	288	128	192	32	120
301027	64	288	128	192	32	168
301027	192	240	192	144	96	168
301027	192	384	128	96	32	120
301027	384	240	192	144	96	168
301027	320	384	128	96	32	72
301027	0	0	0	0	0	0
301028	0	0	192	144	96	120
301028	0	144	256	288	96	168
301028	256	48	64	96	32	72
301028	320	0	64	144	32	120
301028	384	0	64	144	32	120
301028	448	48	64	96	32	72
301028	256	288	320	192	160	168
301028	512	144	128	144	33	197
301028	0	0	0	0	0	0
301029	320	288	256	192	82	210
301029	64	0	64	144	32	120
301029	128	0	64	192	32	120
301029	192	0	64	192	32	168
301029	256	0	64	288	32	168
301029	320	0	64	288	32	168
301029	384	0	64	144	36	118
301029	448	0	192	192	96	168
301029	256	384	64	96	32	72
301029	448	240	192	240	96	216
301029	0	336	64	144	32	120
301029	64	288	64	192	32	168
301029	128	240	64	96	32	72
301029	128	336	64	144	32	120
301029	192	240	64	96	32	72
301029	192	336	64	144	32	120
301030	0	0	192	144	96	120
301030	0	0	0	0	0	0
301031	0	0	192	144	85	219
301031	192	0	128	144	62	148
301031	0	288	320	96	109	123
301031	0	0	0	0	0	0
301032	0	0	192	240	96	216
301032	192	0	64	144	32	120
301032	256	96	256	144	160	120
301032	512	0	128	240	96	216
301032	0	384	128	96	32	72
301032	256	384	128	96	32	72
301032	384	384	128	96	32	72
301032	512	336	128	144	32	120
301032	0	0	0	0	0	0
301033	0	0	576	240	288	216
301033	0	336	128	144	96	120
301033	192	384	128	96	96	72
301033	448	336	192	144	96	120
301033	0	0	0	0	0	0
301034	0	0	640	384	416	312
301034	0	0	0	0	0	0
301035	0	0	128	96	32	72
301035	128	0	64	144	32	120
301035	512	0	128	192	32	120
301035	192	0	128	144	96	24
301035	0	0	0	0	0	0
301036	0	0	640	240	288	216
301036	448	288	192	192	96	168
301036	0	0	0	0	0	0
301037	0	0	192	288	96	264
301037	192	0	192	384	96	360
301037	384	0	256	240	96	216
301037	0	0	0	0	0	0
301038	64	0	576	384	544	360
301038	0	0	0	0	0	0
301039	0	0	128	384	88	340
